userID,songID,rating,comment,timestamp
1903,7409,2,A disappointing effort.,2024-01-02 08:53:43
3075,6318,4,"Really solid track, highly recommended.",2024-01-02 08:55:30
572,5190,4,"Almost perfect, minor critique on the mix.",2024-01-02 08:51:59
1637,5992,1,Really poor production quality.,2024-01-02 08:57:07
3349,2831,2,Two stars for trying.,2024-01-02 08:54:11
889,1554,1,Really poor production quality.,2024-01-02 08:57:09
614,4439,3,"Decent, nothing groundbreaking.",2024-01-02 08:55:11
2038,6427,2,Needs more originality.,2024-01-02 09:01:20
3498,9001,3,"Decent, nothing groundbreaking.",2024-01-02 08:58:23
1993,9943,4,"Great vibe, strong chorus.",2024-01-02 09:00:46
3489,2619,4,"Almost perfect, minor critique on the mix.",2024-01-02 08:59:23
1448,1737,1,Really poor production quality.,2024-01-02 09:04:33
1953,9959,3,"Decent, nothing groundbreaking.",2024-01-02 09:02:35
2125,8098,2,Needs more originality.,2024-01-02 09:05:10
54,5047,2,Needs more originality.,2024-01-02 09:07:09
1273,7029,5,Absolutely flawless!,2024-01-02 09:07:58
531,8678,3,"It's okay, a little forgettable.",2024-01-02 09:09:45
1530,2100,3,"I liked the beat, but the lyrics were weak.",2024-01-02 09:09:10
259,291,4,"Great vibe, strong chorus.",2024-01-02 09:09:46
1009,3432,3,"I liked the beat, but the lyrics were weak.",2024-01-02 09:09:35
1281,7802,3,"I liked the beat, but the lyrics were weak.",2024-01-02 09:11:11
2365,5425,2,A disappointing effort.,2024-01-02 09:12:11
3202,9377,2,Two stars for trying.,2024-01-02 09:14:46
2497,3884,2,Needs more originality.,2024-01-02 09:15:47
1925,318,3,"I liked the beat, but the lyrics were weak.",2024-01-02 09:18:46
392,6294,2,Two stars for trying.,2024-01-02 09:16:11
334,8671,4,"Great vibe, strong chorus.",2024-01-02 09:18:59
2982,4359,1,Really poor production quality.,2024-01-02 09:18:35
3185,3166,3,"I liked the beat, but the lyrics were weak.",2024-01-02 09:17:59
1491,968,4,"Really solid track, highly recommended.",2024-01-02 09:19:35
2594,51,3,"It's okay, a little forgettable.",2024-01-02 09:24:23
2543,7907,5,My new favorite song.,2024-01-02 09:25:12
1118,5244,4,"Great vibe, strong chorus.",2024-01-02 09:25:00
2197,3278,2,Two stars for trying.,2024-01-02 09:26:00
494,4844,1,Skip this one.,2024-01-02 09:28:48
799,8578,5,"Instant classic, five stars!",2024-01-02 09:25:36
3239,6161,4,"Almost perfect, minor critique on the mix.",2024-01-02 09:30:24
3493,179,3,"It's okay, a little forgettable.",2024-01-02 09:27:24
591,4852,1,Could not finish it.,2024-01-02 09:31:12
2638,6905,1,Really poor production quality.,2024-01-02 09:31:00
3178,2419,4,"Almost perfect, minor critique on the mix.",2024-01-02 09:31:36
2275,2572,5,The production is incredible.,2024-01-02 09:35:01
1287,1766,3,"It's okay, a little forgettable.",2024-01-02 09:32:48
811,9938,4,"Great vibe, strong chorus.",2024-01-02 09:33:12
2403,2106,3,"Decent, nothing groundbreaking.",2024-01-02 09:33:48
215,5350,5,The production is incredible.,2024-01-02 09:36:25
581,5166,4,"Almost perfect, minor critique on the mix.",2024-01-02 09:35:12
2576,7115,3,"It's okay, a little forgettable.",2024-01-02 09:37:12
1338,566,3,"It's okay, a little forgettable.",2024-01-02 09:40:49
3099,9315,1,Skip this one.,2024-01-02 09:38:24
2961,2161,4,"Really solid track, highly recommended.",2024-01-02 09:45:03
279,2293,2,A disappointing effort.,2024-01-02 09:43:26
670,3851,1,Really poor production quality.,2024-01-02 09:43:25
1386,1330,4,"Great vibe, strong chorus.",2024-01-02 09:47:03
285,8069,4,"Almost perfect, minor critique on the mix.",2024-01-02 09:43:24
2150,6822,4,"Almost perfect, minor critique on the mix.",2024-01-02 09:45:00
2246,1466,2,Needs more originality.,2024-01-02 09:46:12
473,4273,2,A disappointing effort.,2024-01-02 09:46:24
2641,9138,1,Could not finish it.,2024-01-02 09:51:15
3453,3695,4,"Really solid track, highly recommended.",2024-01-02 09:48:24
898,3812,2,A disappointing effort.,2024-01-02 09:52:26
1309,5292,4,"Almost perfect, minor critique on the mix.",2024-01-02 09:54:27
1622,316,5,"Instant classic, five stars!",2024-01-02 09:54:14
97,6799,5,Absolutely flawless!,2024-01-02 09:52:24
820,9662,1,Could not finish it.,2024-01-02 09:54:37
2387,8053,1,Really poor production quality.,2024-01-02 09:58:40
331,9529,3,"I liked the beat, but the lyrics were weak.",2024-01-02 10:00:54
3396,2690,4,"Really solid track, highly recommended.",2024-01-02 09:57:01
2197,121,5,"Instant classic, five stars!",2024-01-02 09:58:49
2279,6133,5,The production is incredible.,2024-01-02 09:59:13
3420,3303,5,"Instant classic, five stars!",2024-01-02 10:01:14
802,5359,3,"It's okay, a little forgettable.",2024-01-02 10:00:48
2665,4676,4,"Really solid track, highly recommended.",2024-01-02 10:04:03
2472,8386,4,"Really solid track, highly recommended.",2024-01-02 10:03:13
462,683,4,"Really solid track, highly recommended.",2024-01-02 10:07:54
843,3280,5,"Instant classic, five stars!",2024-01-02 10:09:31
2826,3512,5,"Instant classic, five stars!",2024-01-02 10:07:27
1900,891,2,Two stars for trying.,2024-01-02 10:11:56
3456,4135,2,Two stars for trying.,2024-01-02 10:07:12
1270,203,2,A disappointing effort.,2024-01-02 10:13:44
1368,3381,4,"Almost perfect, minor critique on the mix.",2024-01-02 10:11:39
2949,5364,4,"Great vibe, strong chorus.",2024-01-02 10:14:06
3088,2708,4,"Great vibe, strong chorus.",2024-01-02 10:14:41
2445,4676,2,A disappointing effort.,2024-01-02 10:16:06
440,5,1,Skip this one.,2024-01-02 10:13:24
46,4494,1,Really poor production quality.,2024-01-02 10:17:04
1563,9308,2,A disappointing effort.,2024-01-02 10:15:24
1508,3528,2,Needs more originality.,2024-01-02 10:20:56
1528,1247,3,"It's okay, a little forgettable.",2024-01-02 10:21:19
92,4874,1,Could not finish it.,2024-01-02 10:20:03
581,4305,4,"Really solid track, highly recommended.",2024-01-02 10:19:49
2608,498,4,"Really solid track, highly recommended.",2024-01-02 10:20:12
462,1411,2,Needs more originality.,2024-01-02 10:26:46
2375,9134,3,"It's okay, a little forgettable.",2024-01-02 10:22:12
2879,9228,4,"Really solid track, highly recommended.",2024-01-02 10:27:57
2834,2512,2,A disappointing effort.,2024-01-02 10:26:40
2778,6184,1,Could not finish it.,2024-01-02 10:28:18
1772,7631,4,"Really solid track, highly recommended.",2024-01-02 10:26:12
2363,722,1,Really poor production quality.,2024-01-02 10:31:45
1154,7851,2,Needs more originality.,2024-01-02 10:28:12
2750,4456,2,A disappointing effort.,2024-01-02 10:33:45
1835,32,1,Skip this one.,2024-01-02 10:35:35
1784,9158,4,"Really solid track, highly recommended.",2024-01-02 10:35:45
3476,775,3,"It's okay, a little forgettable.",2024-01-02 10:32:37
2450,6018,4,"Great vibe, strong chorus.",2024-01-02 10:36:43
672,6116,3,"I liked the beat, but the lyrics were weak.",2024-01-02 10:37:43
2215,2388,3,"I liked the beat, but the lyrics were weak.",2024-01-02 10:39:21
1421,6669,2,Two stars for trying.,2024-01-02 10:38:41
1525,7660,3,"It's okay, a little forgettable.",2024-01-02 10:38:02
3336,8103,5,The production is incredible.,2024-01-02 10:40:29
1769,1417,5,"Instant classic, five stars!",2024-01-02 10:45:01
564,5453,3,"I liked the beat, but the lyrics were weak.",2024-01-02 10:43:07
1847,8835,2,A disappointing effort.,2024-01-02 10:43:17
2075,2377,5,"Instant classic, five stars!",2024-01-02 10:45:44
2592,2613,5,My new favorite song.,2024-01-02 10:48:37
3246,3373,4,"Really solid track, highly recommended.",2024-01-02 10:49:37
1717,1834,5,Absolutely flawless!,2024-01-02 10:48:32
426,9429,1,Really poor production quality.,2024-01-02 10:52:15
2255,2699,2,Two stars for trying.,2024-01-02 10:51:48
3227,5487,4,"Really solid track, highly recommended.",2024-01-02 10:50:17
2998,6117,5,The production is incredible.,2024-01-02 10:52:33
2691,6436,2,Two stars for trying.,2024-01-02 10:52:30
3072,6685,1,Could not finish it.,2024-01-02 10:55:23
2638,7433,2,Two stars for trying.,2024-01-02 10:58:04
3086,3086,1,Skip this one.,2024-01-02 10:58:26
442,8114,2,A disappointing effort.,2024-01-02 10:58:48
1256,3963,4,"Great vibe, strong chorus.",2024-01-02 11:00:39
858,8880,1,Could not finish it.,2024-01-02 10:56:12
67,510,3,"Decent, nothing groundbreaking.",2024-01-02 10:58:28
761,1169,1,Really poor production quality.,2024-01-02 11:01:08
488,6913,3,"I liked the beat, but the lyrics were weak.",2024-01-02 11:01:43
44,9791,3,"It's okay, a little forgettable.",2024-01-02 11:02:43
1536,3416,3,"It's okay, a little forgettable.",2024-01-02 11:05:12
2416,7839,5,Absolutely flawless!,2024-01-02 11:06:37
2013,517,4,"Great vibe, strong chorus.",2024-01-02 11:05:31
128,4191,4,"Great vibe, strong chorus.",2024-01-02 11:09:15
2208,1606,4,"Almost perfect, minor critique on the mix.",2024-01-02 11:08:59
2541,5752,4,"Really solid track, highly recommended.",2024-01-02 11:08:44
159,7987,1,Really poor production quality.,2024-01-02 11:08:53
2228,1509,1,Could not finish it.,2024-01-02 11:13:03
3403,1541,4,"Great vibe, strong chorus.",2024-01-02 11:14:03
1382,3955,5,The production is incredible.,2024-01-02 11:10:25
1323,5076,5,The production is incredible.,2024-01-02 11:12:28
2514,6728,1,Could not finish it.,2024-01-02 11:16:38
526,9723,1,Skip this one.,2024-01-02 11:16:10
284,8226,2,Needs more originality.,2024-01-02 11:15:54
2856,9258,4,"Almost perfect, minor critique on the mix.",2024-01-02 11:19:26
2967,799,3,"I liked the beat, but the lyrics were weak.",2024-01-02 11:16:50
2860,8467,4,"Really solid track, highly recommended.",2024-01-02 11:23:08
1851,4807,2,A disappointing effort.,2024-01-02 11:20:07
2463,5430,4,"Really solid track, highly recommended.",2024-01-02 11:23:39
635,1259,2,Needs more originality.,2024-01-02 11:23:23
1021,94,4,"Almost perfect, minor critique on the mix.",2024-01-02 11:26:30
2679,2894,4,"Really solid track, highly recommended.",2024-01-02 11:24:07
749,3661,3,"I liked the beat, but the lyrics were weak.",2024-01-02 11:27:02
3464,8084,2,Two stars for trying.,2024-01-02 11:27:11
3312,1903,1,Could not finish it.,2024-01-02 11:26:03
541,9916,5,Absolutely flawless!,2024-01-02 11:29:11
2033,6008,4,"Really solid track, highly recommended.",2024-01-02 11:31:53
2152,6035,5,Absolutely flawless!,2024-01-02 11:30:58
1941,550,3,"It's okay, a little forgettable.",2024-01-02 11:32:49
2876,6919,1,Could not finish it.,2024-01-02 11:30:38
1077,5860,4,"Great vibe, strong chorus.",2024-01-02 11:34:37
997,2254,1,Could not finish it.,2024-01-02 11:33:16
354,9346,2,Two stars for trying.,2024-01-02 11:34:29
1828,8945,3,"I liked the beat, but the lyrics were weak.",2024-01-02 11:35:55
1958,1095,2,Two stars for trying.,2024-01-02 11:37:59
475,9170,1,Could not finish it.,2024-01-02 11:37:29
604,4921,2,Two stars for trying.,2024-01-02 11:41:54
1601,184,3,"Decent, nothing groundbreaking.",2024-01-02 11:41:38
3229,200,1,Skip this one.,2024-01-02 11:43:42
1090,9595,5,Absolutely flawless!,2024-01-02 11:42:08
3324,2246,3,"Decent, nothing groundbreaking.",2024-01-02 11:46:59
1968,3499,2,Two stars for trying.,2024-01-02 11:45:25
1960,7844,2,A disappointing effort.,2024-01-02 11:44:17
1589,9061,5,Absolutely flawless!,2024-01-02 11:45:04
2733,2081,5,My new favorite song.,2024-01-02 11:51:00
3116,1115,4,"Almost perfect, minor critique on the mix.",2024-01-02 11:46:38
2319,2699,2,Two stars for trying.,2024-01-02 11:52:22
1694,5927,2,Needs more originality.,2024-01-02 11:51:00
245,7076,1,Really poor production quality.,2024-01-02 11:54:22
1617,454,2,Two stars for trying.,2024-01-02 11:55:09
1531,6403,4,"Almost perfect, minor critique on the mix.",2024-01-02 11:56:48
921,2087,4,"Almost perfect, minor critique on the mix.",2024-01-02 11:57:35
2088,6661,2,A disappointing effort.,2024-01-02 11:57:18
2136,4713,4,"Really solid track, highly recommended.",2024-01-02 11:57:00
2457,507,4,"Really solid track, highly recommended.",2024-01-02 11:58:52
348,2385,1,Really poor production quality.,2024-01-02 11:57:56
1611,4602,4,"Almost perfect, minor critique on the mix.",2024-01-02 12:02:36
1399,4973,5,"Instant classic, five stars!",2024-01-02 12:04:28
1263,7700,5,The production is incredible.,2024-01-02 12:01:48
3103,9660,5,My new favorite song.,2024-01-02 12:03:27
1381,1491,4,"Great vibe, strong chorus.",2024-01-02 12:04:53
2118,1032,3,"I liked the beat, but the lyrics were weak.",2024-01-02 12:03:56
1112,4735,5,My new favorite song.,2024-01-02 12:05:22
1328,3923,5,My new favorite song.,2024-01-02 12:06:35
1255,3144,3,"I liked the beat, but the lyrics were weak.",2024-01-02 12:09:45
1686,4564,3,"I liked the beat, but the lyrics were weak.",2024-01-02 12:09:01
2744,3086,5,My new favorite song.,2024-01-02 12:12:38
3154,4834,2,Two stars for trying.,2024-01-02 12:12:46
1481,8893,5,"Instant classic, five stars!",2024-01-02 12:10:31
3269,7581,5,My new favorite song.,2024-01-02 12:10:52
2968,4776,2,A disappointing effort.,2024-01-02 12:15:20
3236,5528,2,Two stars for trying.,2024-01-02 12:17:38
2036,6144,2,Needs more originality.,2024-01-02 12:16:28
2938,4436,5,The production is incredible.,2024-01-02 12:17:54
1399,2398,3,"I liked the beat, but the lyrics were weak.",2024-01-02 12:15:39
1035,2039,4,"Almost perfect, minor critique on the mix.",2024-01-02 12:18:49
14,1091,2,Needs more originality.,2024-01-02 12:23:31
2028,7451,5,"Instant classic, five stars!",2024-01-02 12:21:42
2325,6890,2,Needs more originality.,2024-01-02 12:19:26
1752,8021,5,Absolutely flawless!,2024-01-02 12:23:29
1791,6339,3,"Decent, nothing groundbreaking.",2024-01-02 12:22:05
742,2014,3,"Decent, nothing groundbreaking.",2024-01-02 12:22:26
3471,1152,3,"Decent, nothing groundbreaking.",2024-01-02 12:26:55
2193,4398,2,A disappointing effort.,2024-01-02 12:30:33
3044,6935,2,A disappointing effort.,2024-01-02 12:31:20
2705,9283,1,Could not finish it.,2024-01-02 12:26:52
1383,4542,3,"It's okay, a little forgettable.",2024-01-02 12:28:44
945,3612,5,"Instant classic, five stars!",2024-01-02 12:34:33
2264,5793,2,A disappointing effort.,2024-01-02 12:29:13
2268,9571,3,"Decent, nothing groundbreaking.",2024-01-02 12:31:18
3301,6280,2,Two stars for trying.,2024-01-02 12:35:22
72,2628,1,Skip this one.,2024-01-02 12:37:15
2516,4420,4,"Really solid track, highly recommended.",2024-01-02 12:33:52
1009,6659,2,A disappointing effort.,2024-01-02 12:37:17
2497,2714,2,A disappointing effort.,2024-01-02 12:36:58
440,52,2,Two stars for trying.,2024-01-02 12:38:11
1783,9497,5,The production is incredible.,2024-01-02 12:40:17
875,3805,1,Could not finish it.,2024-01-02 12:41:04
2919,7277,4,"Really solid track, highly recommended.",2024-01-02 12:44:16
1575,6229,1,Skip this one.,2024-01-02 12:45:30
1113,3361,4,"Great vibe, strong chorus.",2024-01-02 12:46:43
2147,5609,3,"Decent, nothing groundbreaking.",2024-01-02 12:45:31
2079,6356,4,"Almost perfect, minor critique on the mix.",2024-01-02 12:44:32
1528,2368,1,Skip this one.,2024-01-02 12:49:57
2863,6188,2,Needs more originality.,2024-01-02 12:46:32
893,5149,3,"It's okay, a little forgettable.",2024-01-02 12:47:59
1019,4763,2,Needs more originality.,2024-01-02 12:51:24
1924,398,5,My new favorite song.,2024-01-02 12:52:38
2858,1060,4,"Almost perfect, minor critique on the mix.",2024-01-02 12:54:44
90,6372,5,"Instant classic, five stars!",2024-01-02 12:52:39
1561,336,4,"Great vibe, strong chorus.",2024-01-02 12:56:18
1825,6950,1,Really poor production quality.,2024-01-02 12:53:59
1427,3745,3,"It's okay, a little forgettable.",2024-01-02 12:59:38
1065,7841,2,A disappointing effort.,2024-01-02 12:55:46
3497,9593,5,My new favorite song.,2024-01-02 13:01:12
149,6250,3,"Decent, nothing groundbreaking.",2024-01-02 13:01:32
937,1475,2,A disappointing effort.,2024-01-02 13:01:26
2849,9058,1,Really poor production quality.,2024-01-02 12:58:39
2152,4181,4,"Really solid track, highly recommended.",2024-01-02 13:01:13
581,7142,3,"Decent, nothing groundbreaking.",2024-01-02 13:01:46
1678,5106,2,Two stars for trying.,2024-01-02 13:01:39
950,1512,5,Absolutely flawless!,2024-01-02 13:06:13
2682,2883,3,"I liked the beat, but the lyrics were weak.",2024-01-02 13:06:33
1734,2752,2,A disappointing effort.,2024-01-02 13:09:46
801,9874,1,Could not finish it.,2024-01-02 13:10:33
416,4409,2,Two stars for trying.,2024-01-02 13:06:53
3192,7579,5,"Instant classic, five stars!",2024-01-02 13:12:20
733,2503,5,My new favorite song.,2024-01-02 13:09:46
3224,144,3,"Decent, nothing groundbreaking.",2024-01-02 13:14:34
1116,8410,1,Skip this one.,2024-01-02 13:13:47
233,6453,2,A disappointing effort.,2024-01-02 13:11:26
1922,2555,2,A disappointing effort.,2024-01-02 13:18:14
2495,6017,5,"Instant classic, five stars!",2024-01-02 13:16:20
1007,7454,2,Two stars for trying.,2024-01-02 13:14:53
2923,4067,2,Two stars for trying.,2024-01-02 13:19:28
3091,693,1,Really poor production quality.,2024-01-02 13:17:07
3,4706,4,"Almost perfect, minor critique on the mix.",2024-01-02 13:22:48
2007,6472,5,The production is incredible.,2024-01-02 13:24:29
2151,7646,5,"Instant classic, five stars!",2024-01-02 13:24:49
2481,9462,4,"Great vibe, strong chorus.",2024-01-02 13:23:48
1670,2735,5,The production is incredible.,2024-01-02 13:22:07
3297,597,2,A disappointing effort.,2024-01-02 13:26:29
1506,4890,1,Skip this one.,2024-01-02 13:29:30
1690,6269,4,"Great vibe, strong chorus.",2024-01-02 13:26:41
98,5154,4,"Really solid track, highly recommended.",2024-01-02 13:30:36
66,3532,4,"Almost perfect, minor critique on the mix.",2024-01-02 13:31:36
603,7372,5,My new favorite song.,2024-01-02 13:31:43
3252,4948,4,"Really solid track, highly recommended.",2024-01-02 13:29:07
68,3721,4,"Great vibe, strong chorus.",2024-01-02 13:32:35
1636,7641,4,"Great vibe, strong chorus.",2024-01-02 13:36:31
839,7591,2,Needs more originality.,2024-01-02 13:31:27
1006,2385,1,Really poor production quality.,2024-01-02 13:34:42
218,5744,4,"Great vibe, strong chorus.",2024-01-02 13:39:32
2677,7101,1,Skip this one.,2024-01-02 13:36:15
1454,8398,5,The production is incredible.,2024-01-02 13:35:27
3471,7856,1,Really poor production quality.,2024-01-02 13:38:28
793,5085,5,My new favorite song.,2024-01-02 13:37:13
415,2392,5,"Instant classic, five stars!",2024-01-02 13:38:27
102,8348,2,Two stars for trying.,2024-01-02 13:42:50
1521,396,4,"Great vibe, strong chorus.",2024-01-02 13:42:29
3271,7542,3,"I liked the beat, but the lyrics were weak.",2024-01-02 13:43:29
1168,6029,1,Skip this one.,2024-01-02 13:46:17
506,7183,4,"Great vibe, strong chorus.",2024-01-02 13:48:39
2106,593,5,Absolutely flawless!,2024-01-02 13:45:07
3379,6192,3,"I liked the beat, but the lyrics were weak.",2024-01-02 13:50:12
1802,4377,2,A disappointing effort.,2024-01-02 13:51:39
805,1527,5,The production is incredible.,2024-01-02 13:49:02
1616,3609,1,Could not finish it.,2024-01-02 13:50:16
50,2179,2,Needs more originality.,2024-01-02 13:53:18
794,6842,2,Needs more originality.,2024-01-02 13:54:05
2328,4181,2,A disappointing effort.,2024-01-02 13:51:40
670,614,3,"I liked the beat, but the lyrics were weak.",2024-01-02 13:55:38
3224,1083,2,Needs more originality.,2024-01-02 13:59:49
679,8086,1,Could not finish it.,2024-01-02 13:59:00
1883,5616,5,"Instant classic, five stars!",2024-01-02 14:01:22
1921,4229,5,"Instant classic, five stars!",2024-01-02 14:00:46
2724,5350,5,My new favorite song.,2024-01-02 14:02:00
2794,9663,5,"Instant classic, five stars!",2024-01-02 14:03:55
2433,4019,2,A disappointing effort.,2024-01-02 14:02:11
1980,4460,3,"I liked the beat, but the lyrics were weak.",2024-01-02 14:02:16
2044,6631,1,Skip this one.,2024-01-02 14:03:16
3284,4222,1,Could not finish it.,2024-01-02 14:06:06
916,3588,2,Needs more originality.,2024-01-02 14:09:37
628,1616,5,"Instant classic, five stars!",2024-01-02 14:07:11
3042,6552,4,"Almost perfect, minor critique on the mix.",2024-01-02 14:07:30
1226,1330,2,A disappointing effort.,2024-01-02 14:10:34
1971,1087,3,"Decent, nothing groundbreaking.",2024-01-02 14:10:12
1663,7081,2,Needs more originality.,2024-01-02 14:11:39
126,5469,3,"Decent, nothing groundbreaking.",2024-01-02 14:11:17
966,7972,4,"Great vibe, strong chorus.",2024-01-02 14:14:21
877,6641,4,"Really solid track, highly recommended.",2024-01-02 14:13:17
997,2702,3,"Decent, nothing groundbreaking.",2024-01-02 14:16:35
1340,9724,4,"Really solid track, highly recommended.",2024-01-02 14:13:55
337,1349,1,Could not finish it.,2024-01-02 14:18:07
1756,8072,1,Skip this one.,2024-01-02 14:19:49
623,842,1,Really poor production quality.,2024-01-02 14:17:22
134,2187,3,"It's okay, a little forgettable.",2024-01-02 14:22:03
2809,5854,5,Absolutely flawless!,2024-01-02 14:18:27
677,5076,3,"Decent, nothing groundbreaking.",2024-01-02 14:19:27
2388,1350,1,Skip this one.,2024-01-02 14:20:13
3365,3150,2,Needs more originality.,2024-01-02 14:27:12
2009,1762,3,"I liked the beat, but the lyrics were weak.",2024-01-02 14:24:18
2521,8620,1,Skip this one.,2024-01-02 14:25:18
568,1065,4,"Almost perfect, minor critique on the mix.",2024-01-02 14:30:27
1065,2579,5,Absolutely flawless!,2024-01-02 14:28:41
2485,3667,3,"Decent, nothing groundbreaking.",2024-01-02 14:28:59
3491,5549,2,Two stars for trying.,2024-01-02 14:30:41
3319,7414,3,"I liked the beat, but the lyrics were weak.",2024-01-02 14:30:18
1203,6572,4,"Really solid track, highly recommended.",2024-01-02 14:35:00
3470,5068,3,"Decent, nothing groundbreaking.",2024-01-02 14:31:50
1890,2437,2,A disappointing effort.,2024-01-02 14:31:41
241,9629,1,Could not finish it.,2024-01-02 14:32:55
1839,2067,2,Two stars for trying.,2024-01-02 14:33:41
1158,5452,3,"I liked the beat, but the lyrics were weak.",2024-01-02 14:35:51
2944,7891,4,"Great vibe, strong chorus.",2024-01-02 14:35:55
2640,9046,5,"Instant classic, five stars!",2024-01-02 14:42:56
2905,3437,4,"Almost perfect, minor critique on the mix.",2024-01-02 14:37:27
1492,2565,4,"Really solid track, highly recommended.",2024-01-02 14:40:46
271,802,1,Really poor production quality.,2024-01-02 14:42:00
765,8153,4,"Almost perfect, minor critique on the mix.",2024-01-02 14:43:00
3211,5302,4,"Really solid track, highly recommended.",2024-01-02 14:47:16
1340,6920,3,"I liked the beat, but the lyrics were weak.",2024-01-02 14:48:30
2867,3015,1,Could not finish it.,2024-01-02 14:45:05
1704,1528,4,"Great vibe, strong chorus.",2024-01-02 14:45:09
173,2300,2,Two stars for trying.,2024-01-02 14:49:39
2029,4553,2,Two stars for trying.,2024-01-02 14:47:23
1712,630,1,Skip this one.,2024-01-02 14:49:47
2914,5620,5,"Instant classic, five stars!",2024-01-02 14:50:33
12,1714,4,"Almost perfect, minor critique on the mix.",2024-01-02 14:50:37
865,2422,3,"I liked the beat, but the lyrics were weak.",2024-01-02 14:55:07
3017,8274,3,"I liked the beat, but the lyrics were weak.",2024-01-02 14:54:01
2166,9675,5,My new favorite song.,2024-01-02 14:55:15
3153,646,4,"Almost perfect, minor critique on the mix.",2024-01-02 14:57:25
2242,4755,5,The production is incredible.,2024-01-02 14:54:28
1166,5450,1,Really poor production quality.,2024-01-02 14:59:26
2569,1029,4,"Great vibe, strong chorus.",2024-01-02 15:03:00
1899,9974,5,My new favorite song.,2024-01-02 15:04:00
1291,9682,2,Needs more originality.,2024-01-02 15:00:06
1230,635,2,Two stars for trying.,2024-01-02 15:05:46
2374,4164,4,"Great vibe, strong chorus.",2024-01-02 15:00:14
2174,3756,1,Could not finish it.,2024-01-02 15:07:19
1841,3916,4,"Really solid track, highly recommended.",2024-01-02 15:05:16
196,1247,3,"I liked the beat, but the lyrics were weak.",2024-01-02 15:09:19
2239,6829,1,Skip this one.,2024-01-02 15:10:33
3002,5017,5,Absolutely flawless!,2024-01-02 15:08:45
2377,3497,5,"Instant classic, five stars!",2024-01-02 15:11:51
475,3848,4,"Almost perfect, minor critique on the mix.",2024-01-02 15:12:37
1346,2904,5,My new favorite song.,2024-01-02 15:08:14
2807,7037,1,Really poor production quality.,2024-01-02 15:13:55
1006,7863,1,Could not finish it.,2024-01-02 15:11:10
3070,4231,2,Two stars for trying.,2024-01-02 15:13:21
2752,4213,4,"Really solid track, highly recommended.",2024-01-02 15:18:49
1747,3344,2,Needs more originality.,2024-01-02 15:13:56
3134,4732,3,"I liked the beat, but the lyrics were weak.",2024-01-02 15:19:24
2248,1124,1,Could not finish it.,2024-01-02 15:21:35
498,55,2,A disappointing effort.,2024-01-02 15:21:53
3156,4425,2,A disappointing effort.,2024-01-02 15:22:53
1849,5531,1,Skip this one.,2024-01-02 15:23:53
3421,8759,4,"Almost perfect, minor critique on the mix.",2024-01-02 15:19:56
1972,4560,1,Really poor production quality.,2024-01-02 15:26:08
377,5788,2,Needs more originality.,2024-01-02 15:27:08
776,8935,3,"I liked the beat, but the lyrics were weak.",2024-01-02 15:22:14
2541,1416,1,Could not finish it.,2024-01-02 15:24:10
1402,2628,5,My new favorite song.,2024-01-02 15:27:46
3102,5758,1,Really poor production quality.,2024-01-02 15:31:37
1595,7085,1,Skip this one.,2024-01-02 15:31:54
3326,6594,2,A disappointing effort.,2024-01-02 15:28:39
2544,7921,5,Absolutely flawless!,2024-01-02 15:33:40
929,8100,5,The production is incredible.,2024-01-02 15:32:04
1320,6044,2,A disappointing effort.,2024-01-02 15:30:28
1856,3082,1,Skip this one.,2024-01-02 15:33:50
71,6104,3,"It's okay, a little forgettable.",2024-01-02 15:37:41
3431,122,3,"It's okay, a little forgettable.",2024-01-02 15:33:42
550,1573,5,Absolutely flawless!,2024-01-02 15:38:30
557,7757,4,"Almost perfect, minor critique on the mix.",2024-01-02 15:39:16
2974,5583,1,Skip this one.,2024-01-02 15:42:10
134,5195,2,Needs more originality.,2024-01-02 15:41:16
3368,6974,3,"Decent, nothing groundbreaking.",2024-01-02 15:44:39
437,900,3,"I liked the beat, but the lyrics were weak.",2024-01-02 15:40:11
2851,4232,4,"Really solid track, highly recommended.",2024-01-02 15:42:08
1393,6751,1,Skip this one.,2024-01-02 15:43:51
308,8164,3,"I liked the beat, but the lyrics were weak.",2024-01-02 15:44:22
1667,373,1,Really poor production quality.,2024-01-02 15:45:37
757,1525,2,Two stars for trying.,2024-01-02 15:48:46
2456,1641,3,"Decent, nothing groundbreaking.",2024-01-02 15:45:57
1083,5469,3,"Decent, nothing groundbreaking.",2024-01-02 15:47:25
2361,3479,5,Absolutely flawless!,2024-01-02 15:48:54
202,4531,3,"I liked the beat, but the lyrics were weak.",2024-01-02 15:53:58
2218,1306,5,"Instant classic, five stars!",2024-01-02 15:56:10
2263,4875,1,Really poor production quality.,2024-01-02 15:55:58
167,5111,4,"Really solid track, highly recommended.",2024-01-02 15:56:15
1366,4409,1,Could not finish it.,2024-01-02 15:52:43
387,9639,1,Could not finish it.,2024-01-02 15:59:56
1954,697,4,"Great vibe, strong chorus.",2024-01-02 15:57:06
2220,1752,3,"Decent, nothing groundbreaking.",2024-01-02 15:59:33
2299,4057,1,Really poor production quality.,2024-01-02 15:57:26
759,9323,1,Skip this one.,2024-01-02 16:03:13
69,7706,2,Two stars for trying.,2024-01-02 16:03:30
519,2775,5,My new favorite song.,2024-01-02 16:02:21
22,8569,3,"I liked the beat, but the lyrics were weak.",2024-01-02 16:06:14
